,id,name,borough,PHONE,description,latitude,longitude
28962,50071760,ELYON RESTAURANT,Queens,7182171244,,40.715866788236,-73.746058684603
28966,50073827,WOLF AND LAMB,Manhattan,2123171950,,40.756891697858,-73.977220122628
28967,50071622,LA BELLA PIZZA,Brooklyn,7186481600,,40.592115616554,-73.96073174732899
28968,40392766,BERGEN BEACH CAFE,Brooklyn,7182411891,,40.620078697405,-73.907043567603
28979,50059641,LA ROYALE,Brooklyn,7183821342,,40.60508811991,-73.972302307433
28980,50000104,POTBELLY SANDWICH WORKS,Manhattan,6462918460,,40.747621948517,-73.993059802739
28981,41275015,VAN'KA VSTAN'KA,Brooklyn,3477024023,,40.590816601488,-73.940047410947
28984,50056586,MAISON PICKLE,Manhattan,2126712711,,40.78673280062,-73.977830995521
28990,50052170,I SUSHI,Queens,6469610239,,40.700011312129,-73.909387686388
29006,50047466,ROAST N CO,Queens,7182636000,,40.726860517062,-73.853489587965
29014,50038509,IHOP,Brooklyn,7182224467,,40.688852780819,-73.983733993698
29017,50092255,PARIS CAFE,Queens,6179470581,,40.648312826068,-73.788281497594
29022,40535512,KUM GANG SAN,Queens,7184610909,,40.764062501169,-73.827412206776
29030,50074071,JIN MA BAKERY,Queens,9175183802,,40.738040379566,-73.877234298614
29036,50092520,SUSHI JIN,Manhattan,3472561024,,40.776283899404,-73.95208364103699
29038,50057679,SHAKE SHACK,Manhattan,6467473444,,40.751091318302,-73.992925898182
29040,50068109,LUKE'S LOBSTER,Manhattan,9174759192,,40.753432097521,-73.98715066791
29041,40369759,NECTAR COFFEE SHOP,Manhattan,2125354115,,40.775996787348,-73.96236681198
29042,50072573,BRONX BURGER BISTRO,Bronx,3479441763,,40.837285115621,-73.847398127327
29044,50063765,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,7183781133,,40.831586851827005,-73.899577506304
29047,50046487,SAPPHIRE INDIAN RESTAURANT,Brooklyn,7186845777,,40.690367599649,-73.960111134879
29049,50069669,I AM THAI EXPRESS,Queens,7184577700,,40.744541519266,-73.915375373237
29055,41605850,AJISEN RAMEN,Manhattan,6466380888,,40.746512972911,-73.991677676829
29061,40610139,VAN DAM DINER,Queens,7183921686,,40.744383363951,-73.933643685856
29070,50059272,SISTERS,Brooklyn,3477632537,,40.683103826457,-73.965156044334
29076,50057765,TIR NA NOG,Manhattan,2126300249,,40.749727207972995,-73.99353238271699
29079,41207822,CROWN FRIED CHICKEN,Queens,7189780600,,40.691722576023004,-73.762179770777
29083,50033195,GONG CHA,Manhattan,2123437019,,40.713930137019,-73.997446091347
29086,50064697,MITOUSHI 8 QUEENS,Queens,7188980999,,40.727639310503,-73.89250078822501
29092,50068989,MCDONALD'S,Brooklyn,7186311331,,40.680433181641,-73.95032484123101
29096,50014677,B -SIDE,Manhattan,6469797225,,40.763854030179,-73.987917564599
29107,41006323,PAPA JOHN'S,Queens,7185917272,,40.721148448823,-73.805369397472
29112,50071943,RAKU RESTAURANT,Manhattan,2129894797,,40.727313618727,-74.002738428623
29113,41014554,STARBUCKS,Manhattan,2122650658,,40.767558799116,-73.982797723376
29117,50085976,SPICY EMPIRE,Queens,3473684639,,40.755512406049,-73.814981726474
29120,50036682,FEEL GOOD,Queens,3477972232,,40.740552059661,-73.917332747213
29128,50056756,FRESH PIZZA 99 CENTS,Manhattan,6466698009,,40.752688090018,-73.985652943134
29129,41452375,OFRENDA,Manhattan,2129242305,,40.733879099742,-74.002634058792
29135,50077626,MONOMONO,Manhattan,9172855034,,40.725570096055996,-73.987989473665
29137,50019041,COUNTRY SPICE,Brooklyn,3479322607,,40.660657463868,-73.930061694146
29144,50059003,VIVI BUBBLE TEA,Brooklyn,7185326561,,40.60226968917,-73.994324572488
29149,40535659,ANTONIO'S PIZZA,Brooklyn,7183982033,,40.677037093813,-73.972369651547
29167,50106162,HIP WO CHINESE RESTAURANT,Staten Island,6465080007,,40.581013316605,-74.098107466785
29168,41311907,KENNEDY FRIED CHICKEN,Manhattan,2129965719,,40.795010560816,-73.94426538522801
29175,50081256,AUNT MAE'S,Brooklyn,3477991053,,40.657662219155,-74.00418082712301
29179,40938384,MOCA BAR & LOUNGE,Manhattan,2126658081,,40.80648785804,-73.953842653582
29181,40996005,N & D PIZZA,Brooklyn,7187690909,,40.600249464490005,-73.943531927796
29184,41705612,PEACEFOOD DOWNTOWN,Manhattan,2129792288,,40.733233905647005,-73.99314790543801
29188,41671540,DUNKIN,Manhattan,6466493753,,40.752164088453,-73.98779336777099
29190,50018415,BREAD & BUTTER,Manhattan,2128830444,,40.754460220511,-73.979220575447
29197,41312044,DOWNTOWN IGGY'S,Manhattan,2125292731,,40.72023978634,-73.988257397272
29199,50068727,TARA JAPANESE CUSINIE,Queens,7182298883,,40.769130148340004,-73.736764239135
29202,41547077,KFC,Queens,7182672222,,40.762747931075,-73.915933341073
29206,50045692,NEW LIN'S KITCHEN,Queens,7185051388,,40.750632265193,-73.895531372764
29208,50052499,LAMOZA CAFE,Brooklyn,7182383625,,40.629887067378,-74.028446568708
29211,50090565,DAN AND JOHN'S WINGS,Manhattan,6465594663,,40.743481269253,-73.979743683245
29217,50033690,HE NAN CUISINE,Queens,7187621818,,40.758671525406,-73.829072231746
29227,50078360,SUBWAY,Manhattan,2127777088,,40.73414486446,-73.989207532316
29236,50013511,THE WILD SON,Manhattan,2127277900,,40.740526632399,-74.008509222915
29238,50107503,98k,Queens,6464098389,,40.762417498442,-73.814525678095
29243,41634218,TUE THAI FOOD,Manhattan,2129299888,,40.733931279931,-73.999635561442
29251,50035115,CROSSBAY DELI & GRILL,Queens,7188488887,,40.679797716788,-73.844479012184
29252,50075485,PEARL STREET HAMPTON INN,Manhattan,2124803500,,40.703227634813,-74.01242124845
29257,41704068,HANJAN,Manhattan,2122067226,,40.744141353502,-73.989873545386
29259,50074557,FISH VILLAGE,Queens,6468307299,,40.781448797836,-73.84141334576
29264,50072895,HIGH THAI,Brooklyn,7183389700,,40.608464716437,-73.92464230828
29266,50003527,CHAPATI HOUSE,Manhattan,2127497200,,40.814460625261,-73.959194715974
29269,50046269,HAKI RESTAUANT,Queens,7183534006,,40.762767108374,-73.805203992346
29270,50104677,MON CHERI,Queens,3158956335,,40.71015027803,-73.899252573699
29286,50036616,GOSSIP COFFEE,Queens,7184408792,,40.764562594618,-73.916450877443
29291,40367373,JACKSON HOLE,Manhattan,2123717187,,40.764309967429,-73.963456427466
29295,50086438,HARBOR FITNESS,Brooklyn,7182389400,,40.617952266153004,-74.03031810967201
29303,41590295,RISTORANTE LUNA,Manhattan,2124330132,,40.717676760803,-73.99823597202699
29308,50014920,FUSHIMI JAPANESE CUISINE,Staten Island,7189805300,,40.581500348076,-74.111763129075
29315,50071949,STAR PARK,Brooklyn,7182320525,,40.618147317281,-73.984147512164
29324,40785056,NEW ANDY'S DELI,Manhattan,2124771110,,40.737894293504,-73.990109052156
29328,41682122,NEW CHUANG HING,Brooklyn,7187973188,,40.689155013652,-73.986070523574
29332,41237165,TRE,Manhattan,2123533353,,40.721779521132,-73.98750312772701
29334,50074365,YURA,Manhattan,2128609872,,40.786407640277,-73.954770250973
29338,50094412,NY IN CHA,Brooklyn,7187651889,,40.636716261431,-74.01185035143001
29339,50057789,STARBUCKS COFFEE,Manhattan,9292432549,,40.814677403427,-73.959035623849
29340,50008136,WENDY'S,Manhattan,9735976433,,40.838875613106,-73.941366193222
29343,50050674,MCDONALD'S,Bronx,7185427915,,40.835824833929,-73.89067016562
29348,41634303,LA ESTRELLA TROPICAL,Bronx,7187985723,,40.871391343687,-73.865065877195
29353,50032938,JOHN DOE BAR & KITCHEN,Manhattan,6468824007,,40.744835507503,-73.98716676789199
29355,41678553,JESSIE'S EXPRESS CAFE,Manhattan,2122551266,,40.749979802805,-73.995080694248
29366,50097502,TEA LA RA,Manhattan,6467070307,,40.722523962542,-74.004044212143
29369,50069805,HOME FRONT DELI,Manhattan,2126820838,,40.751968003790005,-73.979362117899
29372,50033742,WHOLESOME GARDEN PIZZA,Manhattan,6468611934,,40.826114210882004,-73.950689010698
29374,40933594,KASSIM'S BAKERY & RESTAURANT,Queens,7182063595,,40.706959072637,-73.790428145526
29380,50012784,WING STOP,Brooklyn,6467879464,,40.680400103258,-73.95000038037
29381,50018922,YO SUSHI,Manhattan,2126776921,,40.735925778557004,-73.985270466328
29384,41470873,SOMETHING GREEK,Brooklyn,7187488200,,40.630556862974,-74.028169448019
29389,50090463,NUAN XIN RICE ROLL,Manhattan,2129200156,,40.716707639713995,-73.992713119637
29395,41366152,DUNKIN,Bronx,7182318014,,40.881356075528004,-73.83845462912
29398,50070225,GUCKENHEIMER@BARCLAYS,Manhattan,2125263400,,40.760598213102,-73.983611722384
29402,50045787,STARBUCKS COFFEE # 26528,Manhattan,2123022132,,40.753017430749004,-73.98541104611999
29404,50088560,CAFE D'AVIGNON,Manhattan,9177153556,,40.752457950673,-73.98954382905501
29406,50102221,LUCY'S VIETNAMESE,Brooklyn,9175360179,,40.718802975843,-73.958835040092
29410,50002703,VINO LEVANTINO,Manhattan,2122803333,,40.79295108905,-73.97182296924
29411,50043399,KONEKO,Manhattan,6463705699,,40.72056044918,-73.984289007066
29412,50088108,SIX HAPPINESS TO GO,Manhattan,2129730885,,40.747487446102,-73.973921079324
29414,41296408,BACARO,Manhattan,2129415060,,40.714456857017005,-73.991649229603
29430,50012210,OGLIASTRO,Brooklyn,7187893700,,40.674374800269,-73.96311294361999
29435,40956726,EAST MEETS WEST,Queens,7184745999,,40.578359697183,-73.84939235444
29437,41638918,ANGELO'S PIZZERIA,Manhattan,2123334333,,40.764626562701004,-73.977914191497
29439,50062913,CHICKY'S ON 86,Manhattan,2129968277,,40.777339944573995,-73.95046891122699
29450,50056944,LES Q CARIBBEAN RESTAURANT,Bronx,3473266912,,40.88332560485,-73.856163185222
29460,50017755,CALEDONIA,Manhattan,2127344300,,40.776240340314004,-73.952946606974
29464,40574871,BALTHAZAR RESTAURANT,Manhattan,2129651785,,40.72270242812,-73.998109569261
29469,50087423,STEP ON TOP TAKE OUT RESTAURANT,Brooklyn,3476632342,,40.640825971612,-73.95021031058
29472,50064240,DAXI SICHUAN,Queens,9175631983,,40.759777908235,-73.829235428489
29481,50045360,LITTLE CAESARS,Brooklyn,7183451155,,40.668300603441,-73.902325988464
29483,50037912,BORINQUENYA DELI RESTAURANT,Brooklyn,7185679305,,40.643558555059,-74.015584690192
29488,50015341,FORMERLY CROWS,Manhattan,2123610077,,40.73202641373,-73.999913403224
29497,40861201,RED BAMBOO,Manhattan,2122607049,,40.731373159252,-74.000313910224
29500,50011700,LOS HERMANOS SALAZAR RESTAURANT,Bronx,9174718320,,40.818888183423,-73.91849236021301
29508,50048478,PLAZA CAFE,Queens,6466628654,,40.714904921416,-73.831933646181
29512,50004704,OTAFUKU,Manhattan,6469983438,,40.729657092640004,-73.988378405788
29516,50069734,PRINCE KABAB & CHINESE RESTAURANT,Queens,3479721965,,40.747623098085,-73.891595027492
29520,41624865,RAMA'S ROTI SHOP,Brooklyn,7182877262,,40.650754032594,-73.950642534964
29522,50002254,BARCLAY STREET CAFE,Manhattan,2127766210,,40.714058584287,-74.01158639899
29523,41162227,TEA SHOP 168 & BAKERY,Queens,7184600689,,40.743649761859004,-73.825650044202
29526,41134612,SANTA MARIA BAR,Queens,6463532085,,40.746389728365,-73.899576502486
29528,50019001,ROAST KITCHEN,Manhattan,2127764395,,40.761367316984,-73.97229843577
29533,50036818,DUNKIN,Manhattan,2129330159,,40.751804603688,-73.988558600079
29537,50043868,KASAI,Brooklyn,7182197641,,40.595126734286,-73.960982023841
29542,50045121,SUBWAY,Manhattan,6463990754,,40.815294585669,-73.957969486745
29544,50079840,EL NUEVO CAFE ESPANA,Queens,9173961007,,40.747553252379,-73.884705472458
29549,50074743,BRISAS EXPRESS,Bronx,6463543416,,40.834980039846,-73.863047613868
29553,40856729,"CRIF DOGS , PLEASE DON'T TELL",Manhattan,2126142728,,40.727296146282,-73.984579656243
29554,50100399,BUTLER,Brooklyn,3479254682,,40.719681432899996,-73.959202463328
29555,41217083,11 STREET CAFE,Manhattan,6466924455,,40.735630046012,-74.007476594239
29558,41280792,JOHNNY UTAHS,Manhattan,2122658824,,40.759859007645,-73.978385041076
29573,50069245,THE EXECUTIVE CLUB,Manhattan,2122450002,,40.762893967955,-73.997245663345
29576,50032783,GINZA,Manhattan,2128887898,,40.763962436497,-73.966929377394
29578,41653930,RONG HUA CHINESE RESTAURANT,Queens,7184414031,,40.702108016607,-73.820562024208
29587,50076577,BROOKLYN PIZZA MASTERS,Manhattan,6466697757,,40.75868844414,-73.962654571741
29593,50063787,BEAN & BEAN,Manhattan,6468692070,,40.747100618483,-73.997156093356
29596,50088025,PIZZA BY LUCILLE'S,Manhattan,3478932508,,40.826155149546,-73.938793918978
29597,40816235,"DUNKIN',' BASKIN ROBBINS",Queens,7182620299,,40.701803251363,-73.80862151079
29601,41684752,VICTORIO'S PIZZA PLUS,Manhattan,2122832100,,40.82375347829,-73.94413643546
29603,50056947,David Burke Tavern,Manhattan,2129889021,,40.764247953465,-73.967145832173
29606,50049293,BROADWAY BAKERY & PIZZA,Queens,6467213112,,40.686276015621,-73.824026621539
29611,41529703,ON THE ROCKS,Manhattan,2122472055,,40.763733649336,-73.992462480043
29617,50040374,INWOOD BAR AND GRILL,Manhattan,6465290736,,40.867203830167,-73.922532960377
29622,50035640,COMPADRES MEXICAN FOOD,Queens,7183232660,,40.680149140237,-73.84658373546
29628,50091284,LA ROSA CHCKEN & GRILL,Staten Island,9294157121,,40.564797671717,-74.128067953276
29631,41641818,PANERA BREAD,Manhattan,6464730204,,40.747542355426,-73.993142819043
29634,41598755,TROOST,Brooklyn,3478896761,,40.733491452814,-73.954813524549
29636,41589363,LOCKE'S LOFT,Bronx,7188627573,,40.889148745406,-73.902043649959
29639,40367752,GRIFFIS FACULTY CLUB,Manhattan,6469623939,,40.764156112386,-73.955283592822
29644,50075834,MEKKI,Manhattan,2022584878,,40.732583565084,-73.997127849485
29648,41649657,ABYSSINIA ETHIOPIAN RESTAURANT,Manhattan,2122812673,,40.8162200075,-73.945909434014
29651,50036858,ENERGY FUEL,Brooklyn,3478896990,,40.693145721275,-73.970545482456
29657,50100175,KOKO RICO,Queens,7188019570,,40.748639902718,-73.869097810711
29672,50070555,NEW JIMMY DELI CORP,Bronx,7185181690,,40.842186968629996,-73.855699504581
29674,50090699,Time Cafe,Manhattan,2035054968,,40.715582366556,-73.994141736067
29676,50074303,Julieta Restaurant,Queens,3476478687,,40.749285658502004,-73.885164432642
29679,41511725,HOME MADE COOKING CAFE,Brooklyn,7185130075,,40.577431490011,-73.962194739292
29686,50015746,PUNTO CIBAENO RESTAURANT,Queens,7182973144,,40.707473192985,-73.797001855962
29696,41212475,MOE'S CAFE,Manhattan,2125922167,,40.738634498467,-73.982678920347
29702,50033076,LA ESQUINA DEL SABOR RESTAURANT,Queens,7184047351,,40.757245024761,-73.869351552747
29704,50066319,ASTORIA PROVISIONS,Queens,2038144405,,40.772119704785,-73.929940574713
29707,50017748,HOME CHEF INTERNATIONAL FLAVORS,Queens,7187495745,,40.675623464484,-73.739038257589
29710,41156219,LA GULI PASTRY SHOP,Queens,7187285612,,40.776720925242,-73.911528715168
29714,50035574,BREAD & BUTTER,Manhattan,2124480444,,40.746671596494004,-73.985834693575
29716,50037092,SUBWAY,Queens,7185269800,,40.702962304298,-73.81923608359
29723,50065982,EL CASTILLO DE MANHATTAN RESTAURANT,Manhattan,2122272892,,40.712686306369,-73.989521234924
29729,50065377,DEJA VU,Queens,7182678212,,40.767605086422,-73.918255723862
29732,50073080,BLEND LOUNGE,Queens,7188501600,,40.695402722452,-73.820688326561
29736,41388853,SUBWAY,Brooklyn,7183457015,,40.65198618675,-73.929220309575
29740,50098788,CON YAPA,Staten Island,3474993333,,40.630792561242,-74.14704806124
29742,41222128,COURT DELI RESTAURANT,Bronx,7189931380,,40.827302041436,-73.924288726525
29746,40954991,STAR ON 18TH DINER CAFE,Manhattan,2123660994,,40.744547844555996,-74.006438241503
29757,41379322,ARRIBA ARRIBA,Queens,7183495999,,40.743781785219,-73.924026730574
29760,50008244,TEN JIN XEING BEING RESTAURANT,Queens,9173791236,,40.757348554116,-73.829075639723
29764,50084691,PELICANA CHICKEN,Brooklyn,7185606060,,40.685782111462004,-73.97305830594
29769,41347614,SHAKE SHACK,Manhattan,6467478772,,40.780886164749,-73.976265837667
29774,41382293,TISSERIE,Manhattan,9174092891,,40.764514542242,-73.980773321808
29781,50061258,COR THAI YOU,Brooklyn,7186767388,,40.640505109754,-73.965974688516
29788,50081136,THE BUREN,Brooklyn,7186843023,,40.691863152340005,-73.926195637853
29791,41521260,FIVE GUYS FAMOUS BURGERS AND FRIES,Queens,7182641818,,40.739976560146,-73.786285820548
29797,50069341,VOTE FOR PEDRO,Manhattan,9172658552,,40.757359008936,-73.968571416385
29799,50001823,HANCO'S,Brooklyn,7188586818,,40.687118819739,-73.990210362641
29800,50084401,JAI DEE,Brooklyn,7188321611,,40.664034550084,-73.983970757504
29803,41606045,CROWN FRIED CHICKEN,Brooklyn,7189962856,,40.575557420535,-73.994478038973
29811,50018268,MCDONALD'S,Staten Island,7187206907,,40.625179211220996,-74.149370005093
29815,50003990,NEW CHOY HING RESTAURANT,Brooklyn,7185748755,,40.688241215696,-73.915930281159
29819,50095596,SWEETHONEY DESSERT,Brooklyn,3478896682,,40.636496739528,-74.011248608993
29822,41371276,GREAT WALL,Bronx,7182937805,,40.838399207312996,-73.912924499929
29826,50040813,FU RUN DONG BEI,Queens,7183211363,,40.758823806017,-73.831822402698
29833,50000165,AMC THEATRES,Manhattan,2129822116,,40.731416504959,-73.988554897885
29836,41553479,XO RESTAURANT,Manhattan,2129658645,,40.717490062981,-73.996075138982
29840,50016943,EL NUEVO ROBLE BILLIARDS,Bronx,3478206981,,40.838388239325,-73.912938970307
29843,50071176,FULL KEE SEAFOOD RESTURANT,Queens,7183580666,,40.760940571824996,-73.830333418528
29847,50058772,A & R FOOD SERVICE BLDG 14,Queens,7185532091,,40.648312826068,-73.788281497594
29848,50007421,MCDONALD'S,Brooklyn,2019543134,,40.644546694874,-73.901654618308
29851,50067022,SOLA PASTA BAR,Manhattan,6463015372,,40.722106759214,-74.004008110129
29865,50033106,EL AUTENTICO,Queens,7187770333,,40.75622158969,-73.913183938907
29870,41311453,BESO,Staten Island,7188168162,,40.643350145468,-74.076539516097
29875,50008532,CONDE NAST,Manhattan,2122863961,,40.706263297358,-74.012908734166
29877,50017874,ALMAZ RESTAURANT,Brooklyn,3473124114,,40.605342559227,-73.981896134198
29880,50076035,JUNGO SUSHI,Queens,7187797766,,40.744662958558,-73.91628826697699
29888,50052428,SWEETGREEN,Manhattan,6464906858,,40.767022134733,-73.956574077888
29890,40824688,LA VIENESA SPANISH BAKERY,Queens,7187862924,,40.743864684145,-73.92487110516501
29891,41219569,SUTEISHI,Manhattan,2127662344,,40.708017918167,-74.00178901964401
29895,41240455,HAMPTON INN,Manhattan,2125814100,,40.76305228812,-73.98555684495
29904,50077883,TRUE KITCHEN,Bronx,3473241706,,40.883139116313,-73.863031203256
29905,50066542,TACO FUN NANA,Queens,9173780258,,40.767850057635,-73.790961439144
29918,50060047,BRAVO PIZZA,Manhattan,9177477156,,40.751930690046,-73.986941620315
29920,50075519,D HACK'S HALAL,Queens,7186842162,,40.683655715006,-73.833869581249
29922,50060415,JOE & THE JUICE,Manhattan,9175665727,,40.722427937909,-73.997416903028
29928,40742056,MR. CHOW RESTAURANT,Manhattan,2127519030,,40.758848146009996,-73.964242731316
29937,50095974,EMPIRE SZECHUAN GARDEN,Queens,7183619625,,40.744189707687,-73.918501096257
29940,40591269,STARBUCKS,Manhattan,2123851104,,40.710529012969,-74.00937828021699
29942,50016679,NORTHERN SUSHI,Queens,7188864123,,40.764811849615995,-73.81171763211199
29946,41463700,BAR 718,Brooklyn,7184992661,,40.660423405673,-73.994391691969
29947,41486245,NEW PEKING,Brooklyn,7182308881,,40.688764610588,-73.959993104492
29951,50070951,BRONX BITES,Bronx,9176455753,,40.859817104906995,-73.90031197479101
29956,50061285,TBAAR,Brooklyn,8776482227,,40.635934251638,-74.00907951786701
29966,50084956,CHUN VEGETARIAN,Brooklyn,3476278080,,40.678827202065,-73.949669875653
29973,41381373,WXOU RADIO,Manhattan,2122060381,,40.735369378972,-74.00602238744
29975,41347991,"DUNKIN','BASKIN ROBBINS",Manhattan,2128609894,,40.801558795638,-73.948568977301
29976,40856176,VIVIENNE'S,Bronx,7188290218,,40.847994488895004,-73.831263548621
29980,50057272,11 HANOVER GREEK,Manhattan,2127854000,,40.705363423058,-74.008515537385
29987,50069922,DARK BULLET,Manhattan,2122036121,,40.778120252600004,-73.980513018036
29994,50015204,HOOTERS,Manhattan,2126959580,,40.749768105775,-73.989771630188
30000,41611929,DOTORI (ON ROOSEVELT AVE),Queens,7188865978,,40.764640250426,-73.81085172361901
30001,50077827,PARADISE JUICE GARDEN,Bronx,3476069580,,40.842144454101,-73.92258393964799
30007,50061236,SWEET MOMENT,Manhattan,2122268724,,40.717473630632,-73.997337732799
30008,40947395,EUROPEAN BAR,Queens,7184188457,,40.708790748577,-73.898269942094
30014,40928958,HALE & HEARTY SOUP,Manhattan,2129832845,,40.752486367873004,-73.977268555955
30015,50076954,FULTON HALL,Brooklyn,7183018479,,40.687715551478,-73.978336401429
30018,41311804,ESQUIRE DINER,Queens,7188457600,,40.679545070629004,-73.844385864431
30020,50100025,M TEA,Queens,3472614537,,40.762114262119,-73.831471127269
30031,40970116,BAMBOO GARDEN CHINESE RESTAURANT,Queens,7182061339,,40.694975206343,-73.805929327134
30038,50002362,DYCKMAN BAKERY,Manhattan,2125448600,,40.864115788672,-73.926372505265
30039,50051765,LA POLLERA DE MARIO,Queens,7187298586,,40.740098133063995,-73.923756690564
30042,50056921,CROWN FRIED CHICKEN,Brooklyn,7185522928,,40.669106011932,-73.958545004567
30047,41713504,ISIS RESTAURANT,Bronx,7183241054,,40.865466212956,-73.865699807136
30054,50091280,MARRIZZANG OF NY,Queens,7188868222,,40.759644384289,-73.80407249176
30064,50047667,LIBERTY BAGEL MIDTOWN,Manhattan,2122791124,,40.752337363573,-73.991785225474
30067,41542651,EL GIRASOL BAKERY,Brooklyn,7186472098,,40.683803002505,-73.871601657685
30073,41047941,SWEETWATER RESTAURANT,Brooklyn,7189630608,,40.718317556744,-73.959978904097
30074,50054857,H&H MIDTOWN BAGELS EAST,Manhattan,2124989828,,40.786064670404,-73.972490344381
30076,50096215,SHANG NOODLE HOUSE,Queens,7186665187,,40.760051798191,-73.832562894476
30077,41525351,PASTELES CAPY,Queens,3473965163,,40.750755867442,-73.937033588246
30079,50098717,DELICIOSO,Queens,2122549755,,40.749372016176,-73.861455803626
30082,50039989,AUNTIE GUAN'S KITCHEN,Manhattan,2126853388,,40.738568599511,-73.982516552582
30087,41638043,"DUNKIN',' BASKIN ROBBINS",Bronx,7187312200,,40.847393445719,-73.912576533857
30094,41610929,DOS TOROS TAQUERIA,Manhattan,2125354658,,40.773951009021,-73.959613176531
30100,40654823,BLONDIES,Manhattan,2123624360,,40.783376172272,-73.97891180418101
30104,50018558,CAVIAR HOUSE & PRUNIER SEAFOOD BAR,Queens,7187514800,,40.648312826068,-73.788281497594
30107,41533744,SUBWAY,Manhattan,2129671738,,40.754313875308,-73.998516532122
30121,50098673,LA COCINA DE LA ABUELA,Manhattan,2128400101,,40.757564810309,-73.98075006845
30126,50074125,SONG SONG FOOD,Queens,7185511431,,40.761679507444,-73.803200125148
30129,40513885,ANOPOLI FAMILY RESTAURANT,Brooklyn,7187483863,,40.635478737354,-74.02615027380399
30135,50056612,LENWICH,Manhattan,6468611220,,40.713073455914,-74.008851992913
30138,50092081,KOKIO,Queens,9293814017,,40.749392492647,-73.755364733577
30140,50034679,DIVERSE DIM SUM,Queens,3479355870,,40.758501995257,-73.83324180898799
30143,50085812,CHIPOTLE MEXICAN GRILL # 3265,Brooklyn,3032222524,,40.624805215274,-73.91780808158
30145,50082801,SUDELL RESTAURANT AND BAKERY,Brooklyn,9174368529,,40.640241828576,-73.95136377767
30147,41291292,DUO TIAN BAKERY,Manhattan,2129661811,,40.718272102307,-73.99189044898401
30154,41688157,BK BOWLERS,Brooklyn,9176186310,,40.683446896895,-73.975691312176
30155,50007311,SUBWAY,Bronx,3478436333,,40.878178086042,-73.90532165457401
30157,40512425,MCDONALD'S,Brooklyn,7189226085,,40.652525984176,-73.923511182349
30164,50089676,ZU RANG,Queens,7184452947,,40.761118013714,-73.80389126051
30170,50086529,DO SHI RAK BOX,Queens,7183582798,,40.759859853043,-73.828968098348
30177,50065807,HANA NOODLE STATION,Brooklyn,9293784473,,40.690826232689,-73.98345224546
30183,41626893,OAK & IRON,Brooklyn,7183492252,,40.731466978400995,-73.957867413672
30189,41592302,GEMINIS II RESTAURANT,Brooklyn,7183848108,,40.705464806782,-73.942908658849
30191,50041952,EL NUEVO AMBIENTE RESTAURANT,Queens,7183276326,,40.600729163908,-73.75398135183501
30195,50078655,HANSHI BAOZI,Queens,9176871789,,40.760777850138,-73.82434161709601
30197,50061061,KENNEDY'S CHICKEN & GRILL,Manhattan,9176248039,,40.836547016455,-73.939326405358
30200,50017154,HAAT BAZAAR,Queens,7182058588,,40.748474947409,-73.892629446555
30204,40401841,VILLAGE PIZZA,Manhattan,2122434367,,40.739124333525,-74.00304564563001
30205,50058416,SHIKOKU TERIYAKI,Queens,9175823060,,40.759777908235,-73.829235428489
30214,50088657,MINNIE'S BAR,Brooklyn,2405350815,,40.655845217215,-74.002807564897
30217,41542713,BAGEL CAFE,Manhattan,2126799845,,40.743102540142004,-73.98001806773401
30220,50060484,POKEBAB,Brooklyn,7182188888,,40.716944704529,-73.95865943061901
30227,41542304,JUNOON,Manhattan,2124902100,,40.742711368478,-73.990292382043
30229,41557551,ZHANG'S GARDEN,Queens,7182629888,,40.707933851229,-73.784708131693
30246,50109529,RESORT WORLD CASINO- REGENCY CLUB,Queens,7182152848,,40.677664571163994,-73.828757893149
30250,41319405,CAFFE RUSTICO,Queens,7183573737,,40.794026297592,-73.818045243939
30252,50061293,AL-NAIMAT,Queens,7184761100,,40.748597647745,-73.891763063374
30253,40947038,POPEYES,Queens,7183222127,,40.685943893083,-73.824023895688
30258,50067856,OAXACA TAQUERIA,Manhattan,9175620005,,40.779467182948,-73.950593700087
30261,41497410,SALAAM BOMBAY,Manhattan,2122269400,,40.71719044625,-74.01075363779701
30265,40839264,AUGIES DELI & PIZZERIA,Bronx,7188851083,,40.852520128137996,-73.789421913931
30270,41722813,PONCHE TAQUERIA,Manhattan,2125811235,,40.763192765104996,-73.99024606661399
30273,50000945,KHAN'S GYRO & FRIED CHICKEN,Brooklyn,3473127777,,40.601800450338004,-74.002193090716
30276,50006556,CHERRY VALLEY DELI,Queens,7187671937,,40.790007403836,-73.81426072906
30281,50059515,STICKY'S FINGER JOINT,Manhattan,9177551770,,40.7092527189,-74.009082329115
30282,50088646,CANARIO RESTAURANT,Brooklyn,7183885555,,40.710682012798,-73.953754148801
30284,50016967,LA FIESTA RESTAURANT,Manhattan,2122812886,,40.834345692483,-73.944676800487
30286,50015312,KENNEDY FRIED CHICKEN,Brooklyn,9174349683,,40.576001812031,-73.990460694604
30294,40660193,COOKIE'S LOUNGE,Queens,7188355693,,40.676469925937,-73.843657609252
30296,50085351,IHOP,Staten Island,7184944467,,40.623735837234,-74.149074973929
30297,40949516,BAMBOO EXPRESS RESTAURANT & BAKERY,Brooklyn,7184690117,,40.654075966415,-73.959559886864
30299,50068435,JACK'S STIR BREW COFFEE,Manhattan,2125711700,,40.716402790178,-74.009718200782
